application_id,gender,international,gpa,major,race,gmat,work_exp,work_industry,admission,
1781,Female,FALSE,2.98,Business,White,630,5,Energy,,notadmitted
1782,Female,FALSE,3.02,Humanities,Black,620,4,Consulting,,notadmitted
1783,Female,FALSE,3.38,Business,Asian,610,4,Consulting,,notadmitted
1784,Female,TRUE,3.33,Humanities,,660,4,PE/VC,,notadmitted
1785,Male,FALSE,3.27,Humanities,Asian,710,5,Nonprofit/Gov,,notadmitted
1786,Female,FALSE,3.14,STEM,Black,640,4,Health Care,,notadmitted
1787,Female,TRUE,3.35,Business,,640,6,PE/VC,,notadmitted
1788,Male,TRUE,3.24,Humanities,,640,4,Investment Banking,,notadmitted
1789,Female,TRUE,3.25,Humanities,,710,6,Other,Admit,Admit
1790,Female,TRUE,3.38,Business,,630,5,PE/VC,,notadmitted
1791,Male,FALSE,3.23,Humanities,Asian,650,5,Consulting,,notadmitted
1792,Male,TRUE,3.24,STEM,,670,8,Investment Management,Admit,Admit
1793,Male,FALSE,3.29,Business,Black,700,5,Consulting,,notadmitted
1794,Male,FALSE,3.37,Humanities,White,640,6,PE/VC,,notadmitted
1795,Female,FALSE,3.03,Business,Asian,600,4,Other,,notadmitted
1796,Female,FALSE,3.13,Business,White,620,4,Consulting,,notadmitted
1797,Male,TRUE,3.3,Humanities,,650,4,Investment Banking,,notadmitted
1798,Male,FALSE,3.14,STEM,Black,680,3,Consulting,,notadmitted
1799,Male,TRUE,3.34,Humanities,,620,5,Consulting,,notadmitted
1800,Male,FALSE,3.44,Humanities,White,700,7,PE/VC,,notadmitted
1801,Male,TRUE,3.47,Business,,650,5,Technology,,notadmitted
1802,Male,FALSE,3.45,STEM,White,670,6,Consulting,,notadmitted
1803,Male,FALSE,3.08,STEM,Hispanic,680,6,Consulting,,notadmitted
1804,Female,FALSE,3.12,Business,Other,620,5,PE/VC,,notadmitted
1805,Male,FALSE,2.99,Humanities,White,570,5,Financial Services,,notadmitted
1806,Male,TRUE,3.21,Humanities,,700,4,Investment Banking,,notadmitted
1807,Female,TRUE,2.98,Humanities,,580,5,Investment Banking,,notadmitted
1808,Male,FALSE,3.12,Humanities,White,590,3,Financial Services,,notadmitted
1809,Female,FALSE,3.27,Business,Black,640,5,Financial Services,,notadmitted
1810,Male,FALSE,3.38,Business,White,640,5,Consulting,,notadmitted
1811,Male,FALSE,3.25,Humanities,Black,680,5,Other,,notadmitted
1812,Male,TRUE,3.28,Humanities,,650,5,Consulting,,notadmitted
1813,Male,FALSE,3.22,Humanities,White,640,4,Other,,notadmitted
1814,Male,FALSE,3.22,Business,White,600,5,Nonprofit/Gov,,notadmitted
1815,Male,FALSE,3.37,STEM,Black,630,5,Financial Services,,notadmitted
1816,Male,TRUE,3.28,STEM,,640,6,Financial Services,,notadmitted
1817,Male,FALSE,3.14,Humanities,White,600,4,Investment Management,,notadmitted
1818,Male,FALSE,3.41,Humanities,Asian,680,5,Consulting,,notadmitted
1819,Male,TRUE,3.42,Business,,670,6,Investment Banking,,notadmitted
1820,Male,FALSE,3.35,STEM,White,670,5,Financial Services,Admit,Admit
1821,Male,FALSE,3.11,STEM,Hispanic,610,5,PE/VC,,notadmitted
1822,Female,FALSE,3.21,Humanities,Asian,720,6,Investment Banking,,notadmitted
1823,Male,TRUE,3.35,Humanities,,610,5,Health Care,,notadmitted
1824,Female,TRUE,3.39,Humanities,,670,6,PE/VC,,notadmitted
1825,Male,FALSE,3.25,Humanities,White,610,4,Other,,notadmitted
1826,Male,FALSE,3.16,STEM,Asian,620,4,PE/VC,,notadmitted
1827,Male,TRUE,3.21,Humanities,,730,3,Consulting,Admit,Admit
1828,Male,FALSE,3.32,Humanities,Asian,710,6,PE/VC,Admit,Admit
1829,Male,FALSE,3.08,Humanities,White,620,4,Nonprofit/Gov,,notadmitted
1830,Male,FALSE,3.29,Humanities,Other,620,4,Other,,notadmitted
1831,Male,FALSE,3.4,Humanities,Black,690,6,Investment Banking,,notadmitted
1832,Female,TRUE,3.24,Humanities,,650,3,CPG,,notadmitted
1833,Male,FALSE,2.91,Humanities,Black,610,5,PE/VC,,notadmitted
1834,Male,FALSE,3.57,Humanities,Hispanic,760,5,Consulting,,notadmitted
1835,Female,TRUE,3.23,STEM,,640,4,Consulting,,notadmitted
1836,Male,TRUE,3.1,Humanities,,610,5,Consulting,,notadmitted
1837,Male,TRUE,3.29,STEM,,660,5,Nonprofit/Gov,,notadmitted
1838,Male,TRUE,3.35,STEM,,740,6,PE/VC,,notadmitted
1839,Male,FALSE,3.44,Humanities,Black,650,6,Consulting,,notadmitted
1840,Male,FALSE,3.1,Humanities,White,630,4,Investment Banking,,notadmitted
1841,Male,FALSE,3.14,Humanities,Black,590,5,PE/VC,,notadmitted
1842,Male,FALSE,3.4,Business,White,720,6,Other,,notadmitted
1843,Female,FALSE,3.12,Humanities,Other,640,5,Consulting,,notadmitted
1844,Male,FALSE,3.1,Humanities,Hispanic,580,5,PE/VC,,notadmitted
1845,Female,FALSE,3.28,STEM,Asian,690,4,Health Care,,notadmitted
1846,Male,FALSE,3.15,STEM,Hispanic,570,6,Technology,,notadmitted
1847,Female,TRUE,3.08,Humanities,,570,5,Consulting,,notadmitted
1848,Male,FALSE,3.1,STEM,White,660,5,Investment Banking,,notadmitted
1849,Male,FALSE,3.3,Business,White,630,6,Health Care,,notadmitted
1850,Female,FALSE,3.38,STEM,White,730,6,Technology,Admit,Admit
1851,Male,FALSE,2.96,Humanities,Black,610,6,Investment Banking,,notadmitted
1852,Male,TRUE,3.11,STEM,,600,6,Real Estate,,notadmitted
1853,Male,FALSE,3.01,Humanities,White,670,3,Other,,notadmitted
1854,Male,TRUE,3.36,Humanities,,640,6,Nonprofit/Gov,,notadmitted
1855,Male,FALSE,3.2,STEM,Asian,600,6,Financial Services,,notadmitted
1856,Male,FALSE,3.39,STEM,Hispanic,670,6,Other,,notadmitted
1857,Female,FALSE,3.21,Business,Hispanic,570,4,Nonprofit/Gov,,notadmitted
1858,Male,FALSE,3.65,Humanities,Asian,760,4,PE/VC,Admit,Admit
1859,Male,TRUE,3.27,STEM,,670,6,PE/VC,Admit,Admit
1860,Male,FALSE,3.31,Business,Hispanic,670,4,Nonprofit/Gov,,notadmitted
1861,Female,FALSE,3.25,Humanities,White,610,5,PE/VC,,notadmitted
1862,Male,TRUE,3.18,Humanities,,580,5,PE/VC,,notadmitted
1863,Male,FALSE,3.28,Humanities,Hispanic,710,5,Investment Banking,Admit,Admit
1864,Female,TRUE,3.24,Humanities,,710,4,Technology,Admit,Admit
1865,Male,FALSE,3.29,Business,White,650,6,PE/VC,,notadmitted
1866,Male,FALSE,3.26,STEM,Other,660,6,Consulting,Admit,Admit
1867,Male,FALSE,3.16,Humanities,Hispanic,710,6,PE/VC,,notadmitted
1868,Female,FALSE,3.47,STEM,White,710,8,Financial Services,,notadmitted
1869,Male,FALSE,3.1,Business,Asian,630,3,Financial Services,,notadmitted
1870,Female,TRUE,3.24,Humanities,,650,5,Other,,notadmitted
1871,Male,TRUE,3.01,Humanities,,630,5,Media/Entertainment,,notadmitted
1872,Male,FALSE,3.08,Business,White,660,6,Financial Services,,notadmitted
1873,Female,FALSE,3.42,Business,Asian,670,6,Technology,Admit,Admit
1874,Male,FALSE,3.35,Humanities,Hispanic,670,6,PE/VC,,notadmitted
1875,Female,FALSE,3.13,Business,Hispanic,640,6,PE/VC,,notadmitted
1876,Male,FALSE,3.11,Business,Asian,600,6,Other,,notadmitted
1877,Female,TRUE,3.13,Business,,650,6,Other,,notadmitted
1878,Male,FALSE,3.1,Business,Asian,630,5,Investment Banking,,notadmitted
1879,Male,FALSE,3.24,Business,Asian,680,5,Consulting,,notadmitted
1880,Female,FALSE,3.21,Humanities,White,640,5,Real Estate,,notadmitted
1881,Male,FALSE,3.29,Humanities,Hispanic,700,6,Consulting,,notadmitted
1882,Female,FALSE,3.22,Business,Other,650,5,Nonprofit/Gov,,notadmitted
1883,Male,FALSE,3.18,Humanities,Black,630,5,Health Care,,notadmitted
1884,Female,TRUE,3.27,STEM,,610,4,PE/VC,,notadmitted
1885,Male,FALSE,3.29,STEM,Hispanic,670,5,Other,,notadmitted
1886,Male,TRUE,3.19,Humanities,,680,5,Technology,,notadmitted
1887,Female,TRUE,3.38,Humanities,,700,4,Media/Entertainment,,notadmitted
1888,Female,FALSE,3.19,Business,Asian,600,3,Consulting,,notadmitted
1889,Male,TRUE,3.36,Humanities,,750,6,Consulting,,notadmitted
1890,Female,FALSE,3.3,STEM,Hispanic,620,6,Consulting,,notadmitted
1891,Male,TRUE,3.15,STEM,,590,6,Consulting,,notadmitted
1892,Male,FALSE,3.5,Humanities,Black,700,5,Other,Admit,Admit
1893,Female,FALSE,3.37,Humanities,Black,680,7,Financial Services,Admit,Admit
1894,Female,TRUE,3.16,STEM,,670,4,Health Care,,notadmitted
1895,Male,TRUE,3.33,Business,,680,4,Financial Services,Admit,Admit
1896,Male,FALSE,3.35,Humanities,Black,660,4,Technology,,notadmitted
1897,Male,TRUE,3.42,STEM,,730,7,PE/VC,,notadmitted
1898,Female,FALSE,3.39,Humanities,White,780,4,Other,Admit,Admit
1899,Female,FALSE,3.11,STEM,Asian,580,6,Consulting,,notadmitted
1900,Male,FALSE,3.39,Humanities,White,660,6,Health Care,Admit,Admit
1901,Female,FALSE,3.25,STEM,White,660,5,Technology,,notadmitted
1902,Female,FALSE,3.4,Humanities,Hispanic,660,5,Consulting,Admit,Admit
1903,Male,FALSE,3.27,Business,Other,610,4,Consulting,,notadmitted
1904,Male,TRUE,3.31,STEM,,650,6,Investment Management,,notadmitted
1905,Male,FALSE,3.45,Humanities,Black,630,6,Technology,,notadmitted
1906,Male,FALSE,3.12,Humanities,White,670,4,PE/VC,,notadmitted
1907,Female,TRUE,3.2,Humanities,,650,6,PE/VC,,notadmitted
1908,Male,TRUE,3.29,STEM,,640,6,PE/VC,,notadmitted
1909,Male,TRUE,3.37,STEM,,640,5,Consulting,,notadmitted
1910,Female,FALSE,3.26,STEM,Hispanic,580,5,Technology,,notadmitted
1911,Male,TRUE,3.34,Business,,720,4,Consulting,,notadmitted
1912,Male,TRUE,3.65,STEM,,730,5,Consulting,Admit,Admit
1913,Female,TRUE,3.34,Business,,720,5,Nonprofit/Gov,,notadmitted
1914,Male,FALSE,3.43,STEM,Black,680,3,PE/VC,,notadmitted
1915,Male,FALSE,3.24,Business,White,640,4,Nonprofit/Gov,,notadmitted
1916,Male,TRUE,3.34,STEM,,610,6,Nonprofit/Gov,,notadmitted
1917,Male,TRUE,3.34,Humanities,,760,4,Nonprofit/Gov,,notadmitted
1918,Male,FALSE,3.43,Business,White,650,4,CPG,,notadmitted
1919,Male,FALSE,3.17,Business,Black,630,5,Consulting,,notadmitted
1920,Female,FALSE,3.55,STEM,White,680,5,Consulting,,notadmitted
1921,Female,FALSE,3.31,STEM,White,690,6,Nonprofit/Gov,,notadmitted
1922,Female,TRUE,3.67,STEM,,680,5,PE/VC,,notadmitted
1923,Male,TRUE,3.1,Business,,710,7,PE/VC,,notadmitted
1924,Male,FALSE,3.23,Business,Other,680,5,Nonprofit/Gov,Admit,Admit
1925,Male,TRUE,3.1,Humanities,,710,4,Health Care,,notadmitted
1926,Male,FALSE,3.02,STEM,White,610,6,PE/VC,,notadmitted
1927,Male,TRUE,3.2,Business,,650,7,Real Estate,,notadmitted
1928,Male,TRUE,3.16,Business,,680,3,Consulting,,notadmitted
1929,Female,FALSE,2.99,Business,Black,570,5,Consulting,,notadmitted
1930,Male,FALSE,3.28,STEM,White,600,5,Consulting,,notadmitted
1931,Female,FALSE,3.06,STEM,White,610,5,Nonprofit/Gov,,notadmitted
1932,Male,FALSE,3.21,STEM,White,620,6,Investment Management,,notadmitted
1933,Male,FALSE,3.27,Business,Asian,640,5,Consulting,,notadmitted
1934,Male,TRUE,3.2,STEM,,570,5,Nonprofit/Gov,,notadmitted
1935,Male,TRUE,3.17,STEM,,590,6,Consulting,,notadmitted
1936,Male,TRUE,3.17,Business,,570,5,Real Estate,,notadmitted
1937,Male,FALSE,3.26,Business,Asian,690,4,Technology,Admit,Admit
1938,Female,FALSE,3.5,STEM,Black,700,5,Consulting,,notadmitted
1939,Male,FALSE,3.19,STEM,White,610,6,Consulting,,notadmitted
1940,Male,TRUE,3.21,STEM,,630,5,Investment Banking,,notadmitted
1941,Female,TRUE,3.1,Business,,590,5,Investment Banking,,notadmitted
1942,Male,FALSE,3.07,Business,White,650,3,Consulting,,notadmitted
1943,Male,TRUE,3.18,Business,,580,5,Investment Banking,,notadmitted
1944,Female,FALSE,3.32,STEM,White,720,2,Media/Entertainment,Admit,Admit
1945,Female,FALSE,3.5,Humanities,White,690,6,PE/VC,,notadmitted
1946,Male,TRUE,3.42,STEM,,680,5,Financial Services,,notadmitted
1947,Male,FALSE,3.21,Business,Black,620,6,Investment Banking,,notadmitted
1948,Male,TRUE,3.28,Humanities,,680,5,Nonprofit/Gov,,notadmitted
1949,Male,FALSE,3.11,Humanities,Asian,630,3,Investment Banking,,notadmitted
1950,Male,TRUE,3.41,Humanities,,710,5,Technology,,notadmitted
1951,Male,TRUE,3.23,STEM,,570,6,Technology,,notadmitted
1952,Female,FALSE,3.52,STEM,White,630,5,Investment Banking,,notadmitted
1953,Female,FALSE,3.33,Humanities,White,660,6,Consulting,,notadmitted
1954,Male,FALSE,3.22,STEM,White,650,6,PE/VC,,notadmitted
1955,Male,FALSE,3.17,Humanities,Black,570,5,Nonprofit/Gov,,notadmitted
1956,Female,FALSE,3.2,Business,White,570,5,Technology,,notadmitted
1957,Male,FALSE,3.25,Humanities,White,660,5,Financial Services,Admit,Admit
1958,Male,TRUE,3.32,Humanities,,700,6,Investment Banking,,notadmitted
1959,Female,FALSE,3.29,Business,White,640,5,Real Estate,,notadmitted
1960,Female,FALSE,3.16,Humanities,Asian,630,3,Technology,,notadmitted
1961,Male,TRUE,3.17,Humanities,,650,3,Consulting,,notadmitted
1962,Female,FALSE,3.23,Humanities,White,660,5,PE/VC,,notadmitted
1963,Female,TRUE,3.16,Humanities,,610,6,Technology,,notadmitted
1964,Female,FALSE,3.12,Business,Black,600,6,Nonprofit/Gov,,notadmitted
1965,Male,FALSE,3.33,Humanities,Asian,670,5,Financial Services,Admit,Admit
1966,Male,FALSE,3.35,STEM,White,680,3,CPG,,notadmitted
1967,Male,FALSE,3.29,Business,Black,680,7,Nonprofit/Gov,,notadmitted
1968,Female,FALSE,3.16,Humanities,White,680,4,Consulting,,notadmitted
1969,Male,FALSE,3.2,Humanities,Hispanic,570,5,Nonprofit/Gov,,notadmitted
1970,Male,FALSE,3.4,Humanities,White,730,4,Consulting,,notadmitted
1971,Male,FALSE,3.25,Business,Asian,660,5,Financial Services,,notadmitted
1972,Male,FALSE,3.42,STEM,White,730,6,Consulting,Admit,Admit
1973,Female,FALSE,3.31,Humanities,White,760,6,Consulting,Admit,Admit
1974,Female,FALSE,2.95,STEM,White,570,5,Health Care,,notadmitted
1975,Male,FALSE,3.23,Business,White,620,5,PE/VC,,notadmitted
1976,Female,TRUE,3.22,STEM,,620,6,Health Care,,notadmitted
1977,Male,TRUE,3.2,Business,,640,4,Other,,notadmitted
1978,Male,FALSE,3.15,STEM,White,590,6,Consulting,,notadmitted
1979,Female,TRUE,3.07,Business,,660,4,Consulting,,notadmitted
1980,Male,FALSE,3.2,STEM,Asian,570,6,Health Care,,notadmitted
1981,Male,TRUE,3.29,Business,,620,6,PE/VC,,notadmitted
1982,Male,FALSE,3.1,STEM,Black,690,3,PE/VC,,notadmitted
1983,Male,FALSE,3.43,Humanities,White,730,5,Other,,notadmitted
1984,Male,FALSE,3.33,STEM,White,690,7,CPG,Admit,Admit
1985,Male,FALSE,3.19,Humanities,Black,670,5,PE/VC,,notadmitted
1986,Male,FALSE,3.25,Humanities,Asian,580,7,Consulting,,notadmitted
1987,Female,TRUE,3.33,Humanities,,690,4,Financial Services,Admit,Admit
1988,Female,TRUE,3.2,Business,,640,6,Energy,,notadmitted
1989,Female,FALSE,3.43,Humanities,White,720,7,Consulting,Admit,Admit
1990,Male,FALSE,3.23,STEM,Asian,680,5,PE/VC,,notadmitted
1991,Male,FALSE,3.36,Business,Black,680,5,Consulting,Admit,Admit
1992,Male,FALSE,3.42,STEM,Asian,640,6,Investment Banking,,notadmitted
1993,Female,TRUE,3.27,STEM,,630,5,Consulting,,notadmitted
1994,Male,TRUE,3.2,Humanities,,640,4,PE/VC,,notadmitted
1995,Male,FALSE,3.51,Humanities,Hispanic,720,6,Investment Management,,notadmitted
1996,Female,TRUE,3.2,STEM,,650,6,PE/VC,,notadmitted
1997,Male,FALSE,3.59,STEM,White,700,6,Other,Admit,Admit
1998,Male,TRUE,3.39,Humanities,,720,5,Technology,,notadmitted
1999,Male,FALSE,3.19,STEM,Asian,740,5,Financial Services,,notadmitted
2000,Female,FALSE,3.06,Business,Black,620,5,Investment Banking,,notadmitted
2001,Female,FALSE,3.24,STEM,White,630,6,Investment Management,,notadmitted
2002,Male,TRUE,3.13,Humanities,,700,5,Technology,,notadmitted
2003,Male,FALSE,3.23,Business,White,570,5,Investment Banking,,notadmitted
2004,Female,FALSE,3.29,Humanities,White,640,5,Consulting,,notadmitted
2005,Female,FALSE,3.27,Business,White,660,4,Health Care,Admit,Admit
2006,Male,FALSE,3.18,STEM,White,620,7,Consulting,,notadmitted
2007,Male,TRUE,3.25,Business,,730,6,Financial Services,Admit,Admit
2008,Female,FALSE,3.27,Humanities,Other,640,5,Technology,,notadmitted
2009,Male,TRUE,2.97,STEM,,670,5,PE/VC,,notadmitted
2010,Male,FALSE,3.28,Humanities,Asian,690,5,Financial Services,,notadmitted
2011,Male,FALSE,3.22,STEM,White,670,4,Other,Admit,Admit
2012,Male,TRUE,3.25,Humanities,,620,6,Consulting,,notadmitted
2013,Male,FALSE,3.07,Business,White,680,4,Nonprofit/Gov,,notadmitted
2014,Male,FALSE,3.55,Humanities,Black,690,5,Health Care,,notadmitted
2015,Male,FALSE,3.25,STEM,White,650,6,Technology,,notadmitted
2016,Female,FALSE,3.33,Humanities,White,650,5,Other,,notadmitted
2017,Male,FALSE,3.05,STEM,Hispanic,630,5,Media/Entertainment,,notadmitted
2018,Male,FALSE,3.44,Business,Black,690,6,Technology,,notadmitted
2019,Male,TRUE,3.41,Business,,680,6,Financial Services,,notadmitted
2020,Female,FALSE,3.47,Business,Asian,660,6,Consulting,,notadmitted
2021,Female,FALSE,2.91,Humanities,White,610,6,Technology,,notadmitted
2022,Female,FALSE,3,Humanities,Asian,600,5,PE/VC,,notadmitted
2023,Female,TRUE,3.12,Humanities,,610,5,Consulting,,notadmitted
2024,Male,FALSE,3.26,STEM,White,700,6,Health Care,,notadmitted
2025,Male,TRUE,3.08,STEM,,670,4,Nonprofit/Gov,,notadmitted
2026,Female,TRUE,3.12,STEM,,700,4,Health Care,,notadmitted
2027,Female,FALSE,3.42,Business,Black,730,4,CPG,Admit,Admit
2028,Male,FALSE,3.28,STEM,White,680,6,Consulting,,notadmitted
2029,Male,TRUE,3.23,Business,,700,4,Consulting,,notadmitted
2030,Male,TRUE,3.32,STEM,,700,4,Technology,,notadmitted
2031,Female,FALSE,3.02,Business,Asian,620,5,Consulting,,notadmitted
2032,Male,FALSE,3.5,Humanities,Hispanic,730,4,Financial Services,,notadmitted
2033,Female,FALSE,3.32,Humanities,White,650,4,Other,,notadmitted
2034,Male,TRUE,3.15,Humanities,,570,4,Technology,,notadmitted
2035,Male,FALSE,3.19,Business,White,660,5,Technology,,notadmitted
2036,Male,FALSE,3.26,Business,Black,660,5,Technology,Admit,Admit
2037,Male,FALSE,3.23,Business,Hispanic,640,4,PE/VC,,notadmitted
2038,Female,FALSE,3.38,STEM,White,660,5,Financial Services,Admit,Admit
2039,Female,FALSE,3.35,STEM,Black,600,5,Nonprofit/Gov,,notadmitted
2040,Male,FALSE,3.01,Humanities,White,660,4,PE/VC,,notadmitted
2041,Female,TRUE,3.04,Business,,630,5,Consulting,,notadmitted
2042,Male,FALSE,3.15,Business,White,670,7,Consulting,,notadmitted
2043,Male,FALSE,3.19,STEM,White,650,6,Other,,notadmitted
2044,Male,TRUE,3.16,Humanities,,570,4,Consulting,,notadmitted
2045,Male,TRUE,3.1,STEM,,670,5,Technology,,notadmitted
2046,Female,FALSE,3.01,STEM,Black,570,6,Consulting,,notadmitted
2047,Male,FALSE,3.39,Humanities,Asian,640,5,Financial Services,,notadmitted
2048,Male,FALSE,3.2,STEM,Black,710,5,Real Estate,,notadmitted
2049,Female,TRUE,3.01,Business,,680,5,Investment Banking,,notadmitted
2050,Female,FALSE,3.28,Business,Black,730,4,PE/VC,Admit,Admit
2051,Male,FALSE,3.32,Business,Hispanic,670,5,Real Estate,Admit,Admit
2052,Male,FALSE,3.24,Business,White,570,6,Consulting,,notadmitted
2053,Female,TRUE,3.27,Humanities,,650,4,Consulting,,notadmitted
2054,Female,FALSE,3.41,Business,White,690,4,Consulting,Admit,Admit
2055,Female,TRUE,3.35,Business,,750,7,Real Estate,Admit,Admit
2056,Male,FALSE,3.27,Humanities,Black,650,4,Consulting,,notadmitted
2057,Male,TRUE,3.43,Business,,700,5,Technology,Admit,Admit
2058,Female,FALSE,3.08,STEM,Hispanic,620,5,Nonprofit/Gov,,notadmitted
2059,Male,TRUE,3.25,Humanities,,570,5,Financial Services,,notadmitted
2060,Male,TRUE,3.15,Humanities,,620,5,Nonprofit/Gov,,notadmitted
2061,Male,TRUE,3.15,Business,,650,5,Investment Banking,,notadmitted
2062,Female,TRUE,3.19,Humanities,,640,7,Consulting,,notadmitted
2063,Male,TRUE,3.2,STEM,,610,4,Consulting,,notadmitted
2064,Female,FALSE,3.21,Business,Asian,660,5,Financial Services,Admit,Admit
2065,Male,TRUE,3.18,Business,,640,6,Consulting,,notadmitted
2066,Male,FALSE,2.99,Humanities,Other,570,3,Other,,notadmitted
2067,Male,FALSE,3.27,STEM,Black,630,7,Investment Banking,,notadmitted
2068,Female,FALSE,3.33,Humanities,Asian,610,4,PE/VC,,notadmitted
2069,Male,FALSE,3.31,Humanities,Asian,610,5,Consulting,,notadmitted
2070,Male,TRUE,3.1,Business,,640,3,Other,,notadmitted
2071,Female,FALSE,3.3,Humanities,White,580,5,Other,,notadmitted
2072,Male,FALSE,3.26,Business,White,720,5,Technology,,notadmitted
2073,Female,FALSE,3.14,STEM,White,570,7,PE/VC,,notadmitted
2074,Male,TRUE,2.84,STEM,,640,7,Investment Banking,,notadmitted
2075,Male,FALSE,3.44,Humanities,Asian,670,6,Consulting,Admit,Admit
2076,Male,FALSE,3.27,STEM,Asian,680,6,Consulting,Admit,Admit
2077,Male,TRUE,3.25,Business,,670,4,PE/VC,,notadmitted
2078,Male,TRUE,3.13,Humanities,,640,4,Consulting,,notadmitted
2079,Male,FALSE,3.11,Business,Black,620,6,Other,,notadmitted
2080,Male,TRUE,3.34,Humanities,,640,5,Consulting,,notadmitted
2081,Female,TRUE,3.32,STEM,,640,4,Consulting,,notadmitted
2082,Male,TRUE,3.32,Humanities,,680,6,Technology,,notadmitted
2083,Female,FALSE,3.06,Humanities,White,710,5,Investment Management,,notadmitted
2084,Female,FALSE,3.04,Humanities,Asian,660,6,CPG,,notadmitted
2085,Male,FALSE,3.28,STEM,Asian,680,7,Nonprofit/Gov,Admit,Admit
2086,Female,FALSE,2.86,STEM,White,570,5,Other,,notadmitted
2087,Male,FALSE,3.1,Business,Hispanic,660,4,Other,,notadmitted
2088,Female,FALSE,3.32,STEM,Asian,650,6,Consulting,,notadmitted
2089,Female,FALSE,3.18,STEM,White,660,4,Nonprofit/Gov,,notadmitted
2090,Male,FALSE,3.26,STEM,Asian,600,7,Consulting,,notadmitted
2091,Male,FALSE,3.4,Humanities,Asian,660,6,Technology,,notadmitted
2092,Female,FALSE,3.09,Humanities,Black,720,6,Other,,notadmitted
2093,Female,FALSE,3.14,Humanities,Hispanic,660,6,Nonprofit/Gov,,notadmitted
2094,Female,TRUE,3.19,Humanities,,600,5,Other,,notadmitted
2095,Female,FALSE,3.3,STEM,Other,730,4,Investment Banking,,notadmitted
2096,Female,FALSE,3.16,Business,White,620,5,Consulting,,notadmitted
2097,Female,FALSE,3.13,Humanities,White,620,5,PE/VC,,notadmitted
2098,Female,FALSE,3.14,STEM,Hispanic,660,6,Investment Banking,,notadmitted
2099,Male,TRUE,3.06,Business,,570,4,Consulting,,notadmitted
2100,Male,FALSE,3.03,STEM,White,610,4,Technology,,notadmitted
2101,Male,FALSE,3.26,Humanities,Black,630,5,PE/VC,,notadmitted
2102,Male,TRUE,3.29,Humanities,,640,5,Nonprofit/Gov,,notadmitted
2103,Female,FALSE,3.29,Humanities,Asian,570,4,Consulting,,notadmitted
2104,Male,FALSE,3.27,Business,Asian,670,6,CPG,Admit,Admit
2105,Female,FALSE,3.24,Humanities,Black,670,6,Technology,,notadmitted
2106,Male,FALSE,3.17,Humanities,Asian,650,6,Consulting,,notadmitted
2107,Female,FALSE,3.37,Humanities,Black,670,4,Technology,Admit,Admit
2108,Male,FALSE,3.31,STEM,White,680,7,Technology,Admit,Admit
2109,Female,FALSE,3.24,STEM,Asian,670,5,Other,Admit,Admit
2110,Male,TRUE,3.33,Business,,710,5,PE/VC,,notadmitted
2111,Male,TRUE,2.98,Business,,590,4,Technology,,notadmitted
2112,Male,TRUE,3.13,Humanities,,570,5,PE/VC,,notadmitted
2113,Male,FALSE,3.03,STEM,White,570,4,Consulting,,notadmitted
2114,Male,TRUE,3.22,Business,,570,6,PE/VC,,notadmitted
2115,Female,FALSE,3.19,Business,White,620,4,Technology,,notadmitted
2116,Male,FALSE,3.17,STEM,Asian,570,5,Nonprofit/Gov,,notadmitted
2117,Female,TRUE,3.22,STEM,,720,7,Nonprofit/Gov,Admit,Admit
2118,Male,FALSE,3.36,STEM,Hispanic,570,7,Real Estate,,notadmitted
2119,Female,TRUE,3.41,Business,,730,5,PE/VC,Admit,Admit
2120,Male,TRUE,3.3,Humanities,,680,5,CPG,Admit,Admit
2121,Female,FALSE,3.14,STEM,Black,650,5,Technology,,notadmitted
2122,Male,TRUE,3.24,STEM,,680,5,Other,Admit,Admit
2123,Male,FALSE,3.37,STEM,Hispanic,600,5,Investment Management,,notadmitted
2124,Male,TRUE,3.1,STEM,,610,5,Real Estate,,notadmitted
2125,Female,FALSE,3.3,STEM,Hispanic,700,6,Retail,Admit,Admit
2126,Male,FALSE,3.42,Humanities,Other,640,5,Technology,,notadmitted
2127,Female,FALSE,3.34,Business,Hispanic,690,3,Technology,,notadmitted
2128,Male,FALSE,3.35,Humanities,Black,720,5,Consulting,,notadmitted
2129,Male,FALSE,3.26,Business,Other,620,5,Nonprofit/Gov,,notadmitted
2130,Male,TRUE,3.18,Business,,640,5,Financial Services,,notadmitted
2131,Female,FALSE,3.15,Humanities,White,570,4,PE/VC,,notadmitted
2132,Male,TRUE,2.99,Business,,630,4,Health Care,,notadmitted
2133,Male,TRUE,3.19,STEM,,580,5,Consulting,,notadmitted
2134,Male,TRUE,3.32,Humanities,,700,6,PE/VC,,notadmitted
2135,Male,TRUE,3.21,Business,,670,5,Consulting,,notadmitted
2136,Female,FALSE,3.06,Business,White,580,4,Consulting,,notadmitted
2137,Male,FALSE,3.53,Humanities,White,740,5,PE/VC,Admit,Admit
2138,Male,FALSE,3.2,Humanities,White,670,4,PE/VC,,notadmitted
2139,Male,FALSE,3.02,Humanities,White,610,6,Technology,,notadmitted
2140,Male,TRUE,3.03,Business,,630,5,PE/VC,,notadmitted
2141,Male,TRUE,3.46,Humanities,,650,4,Nonprofit/Gov,,notadmitted
2142,Male,TRUE,3.13,STEM,,680,6,Consulting,,notadmitted
2143,Male,TRUE,3.31,STEM,,650,5,Nonprofit/Gov,,notadmitted
