application_id,gender,international,gpa,Major,race,gmat,work_exp,work_industry,admission_finals,scholarship_status,funding_fee,tuition_fee
3480,Female,False,3.05,Business,Black,610.0,3.0,Consulting,admitted,notsponsored,0,75000
3481,Male,True,3.04,Humanities,NULL,650.0,7.0,Consulting,admitted,notsponsored,0,75000
3482,Female,True,3.21,STEM,NULL,670.0,2.0,"Investment Banking",admitted,notsponsored,0,75000
3483,Male,False,3.38,STEM,White,680.0,4.0,Nonprofit/Gov,admitted,notsponsored,0,75000
3484,Male,False,3.39,STEM,White,710.0,4.0,Technology,admitted,notsponsored,0,75000
3485,Male,True,3.19,Business,NULL,690.0,6.0,CPG,admitted,notsponsored,0,75000
3486,Female,False,3.51,Humanities,Hispanic,710.0,6.0,"Health Care",admitted,notsponsored,0,75000
3487,Male,True,3.29,Business,NULL,670.0,4.0,CPG,admitted,notsponsored,0,75000
3488,Male,False,3.22,Humanities,Black,570.0,6.0,"Health Care",notadmitted,notsponsored,0,0
3489,Male,True,3.26,STEM,NULL,660.0,3.0,"Investment Management",admitted,notsponsored,0,75000
3490,Female,False,3.24,STEM,Hispanic,600.0,5.0,Consulting,notadmitted,notsponsored,0,0
3491,Female,True,3.26,Humanities,NULL,620.0,5.0,Nonprofit/Gov,admitted,notsponsored,0,75000
3492,Female,True,3.25,Business,NULL,680.0,4.0,Nonprofit/Gov,admitted,notsponsored,0,75000
3493,Male,True,3.14,Humanities,NULL,640.0,6.0,Other,admitted,notsponsored,0,75000
3494,Female,True,3.38,Humanities,NULL,670.0,6.0,"Investment Banking",admitted,notsponsored,0,75000
3495,Male,False,3.51,Humanities,White,700.0,6.0,Consulting,admitted,notsponsored,0,75000
3496,Female,False,3.32,Business,Asian,630.0,4.0,Nonprofit/Gov,admitted,notsponsored,0,75000
3497,Female,True,3.11,Humanities,NULL,660.0,5.0,Technology,admitted,notsponsored,0,75000
3498,Male,False,3.48,Business,Black,620.0,3.0,Consulting,admitted,notsponsored,0,75000
3499,Female,False,3.18,Humanities,White,580.0,4.0,PE/VC,notadmitted,notsponsored,0,0
3500,Male,False,3.42,Business,Asian,670.0,5.0,Other,admitted,notsponsored,0,75000
3501,Female,True,3.52,STEM,NULL,730.0,5.0,Consulting,admitted,notsponsored,0,75000
3502,Male,True,3.23,Business,NULL,610.0,7.0,Technology,admitted,notsponsored,0,75000
3503,Male,False,3.13,Business,White,630.0,5.0,PE/VC,admitted,notsponsored,0,75000
3504,Male,True,3.26,Business,NULL,660.0,5.0,Media/Entertainment,admitted,notsponsored,0,75000
3505,Male,True,3.49,STEM,NULL,640.0,6.0,Consulting,admitted,notsponsored,0,75000
3506,Male,True,3.27,STEM,NULL,670.0,5.0,Consulting,admitted,notsponsored,0,75000
3507,Female,False,3.15,STEM,White,660.0,5.0,Consulting,admitted,notsponsored,0,75000
3508,Female,False,3.32,Humanities,Black,670.0,5.0,Nonprofit/Gov,admitted,notsponsored,0,75000
3509,Male,True,3.18,STEM,NULL,680.0,3.0,PE/VC,admitted,notsponsored,0,75000
3510,Female,False,3.32,Humanities,Asian,580.0,6.0,Technology,notadmitted,notsponsored,0,0
3511,Female,True,3.31,Humanities,NULL,610.0,5.0,Technology,admitted,notsponsored,0,75000
3512,Female,True,3.11,Business,NULL,590.0,6.0,Other,notadmitted,notsponsored,0,0
3513,Female,False,3.16,Humanities,Asian,620.0,7.0,"Investment Banking",admitted,notsponsored,0,75000
3514,Male,True,3.09,STEM,NULL,730.0,5.0,Media/Entertainment,admitted,notsponsored,0,75000
3515,Female,False,3.02,Business,Black,660.0,6.0,Nonprofit/Gov,admitted,notsponsored,0,75000
3516,Female,False,3.36,Humanities,Black,710.0,5.0,Consulting,admitted,notsponsored,0,75000
3517,Male,False,3.00,Business,Black,650.0,6.0,Technology,admitted,notsponsored,0,75000
3518,Male,False,3.23,Humanities,Hispanic,670.0,6.0,PE/VC,admitted,notsponsored,0,75000
3519,Female,False,3.42,Business,White,650.0,4.0,PE/VC,admitted,notsponsored,0,75000
3520,Female,False,3.54,Business,Asian,710.0,5.0,Nonprofit/Gov,admitted,notsponsored,0,75000
3521,Male,False,3.15,Humanities,Asian,600.0,2.0,"Investment Banking",notadmitted,notsponsored,0,0
3522,Female,False,3.23,Business,Black,620.0,6.0,Consulting,admitted,notsponsored,0,75000
3523,Male,False,3.28,Business,Black,670.0,5.0,Consulting,admitted,notsponsored,0,75000
3524,Male,False,3.34,Business,White,650.0,6.0,"Health Care",admitted,notsponsored,0,75000
3525,Male,False,2.80,Business,White,570.0,6.0,Consulting,notadmitted,notsponsored,0,0
3526,Male,False,3.49,STEM,White,660.0,6.0,PE/VC,admitted,notsponsored,0,75000
3527,Male,False,3.29,Humanities,Black,600.0,4.0,CPG,notadmitted,notsponsored,0,0
3528,Male,False,3.19,STEM,Black,650.0,6.0,PE/VC,admitted,notsponsored,0,75000
3529,Female,True,3.23,STEM,NULL,650.0,6.0,Nonprofit/Gov,admitted,notsponsored,0,75000
3530,Female,False,3.38,Humanities,Asian,630.0,5.0,"Financial Services",admitted,notsponsored,0,75000
3531,Male,False,3.15,Humanities,Asian,640.0,5.0,Other,admitted,notsponsored,0,75000
3532,Male,True,3.09,Business,NULL,620.0,5.0,"Financial Services",admitted,notsponsored,0,75000
3533,Female,False,3.28,Humanities,White,670.0,8.0,Consulting,admitted,notsponsored,0,75000
3534,Male,False,3.21,Business,White,660.0,6.0,"Health Care",admitted,notsponsored,0,75000
3535,Female,False,3.04,Business,White,570.0,5.0,Consulting,notadmitted,notsponsored,0,0
3536,Female,False,3.12,Business,Black,570.0,4.0,Consulting,notadmitted,notsponsored,0,0
3537,Male,False,3.44,Business,White,620.0,5.0,"Investment Banking",admitted,notsponsored,0,75000
3538,Male,False,3.37,Business,White,620.0,5.0,"Financial Services",admitted,notsponsored,0,75000
3539,Male,False,3.54,STEM,Hispanic,740.0,5.0,"Health Care",admitted,notsponsored,0,75000
3540,Male,False,3.50,Humanities,White,720.0,4.0,Technology,admitted,notsponsored,0,75000
3541,Male,False,3.08,Humanities,Asian,590.0,4.0,Consulting,notadmitted,notsponsored,0,0
3542,Male,True,3.15,Business,NULL,630.0,6.0,Other,admitted,notsponsored,0,75000
3543,Female,False,3.00,Humanities,Black,630.0,7.0,Nonprofit/Gov,admitted,notsponsored,0,75000
3544,Male,False,3.39,Business,Asian,610.0,5.0,"Investment Banking",admitted,notsponsored,0,75000
3545,Male,False,3.02,Humanities,Black,610.0,5.0,PE/VC,admitted,notsponsored,0,75000
3546,Male,True,3.35,Humanities,NULL,660.0,2.0,"Real Estate",admitted,notsponsored,0,75000
3547,Female,True,3.11,Humanities,NULL,640.0,5.0,PE/VC,admitted,notsponsored,0,75000
3548,Male,False,3.00,STEM,Black,640.0,4.0,Consulting,admitted,notsponsored,0,75000
3549,Male,False,3.21,STEM,Other,700.0,5.0,Consulting,admitted,notsponsored,0,75000
3550,Female,False,3.24,Business,Black,680.0,7.0,Nonprofit/Gov,admitted,notsponsored,0,75000
3551,Male,False,3.17,Business,Asian,680.0,6.0,"Investment Banking",admitted,notsponsored,0,75000
3552,Male,True,3.52,Business,NULL,750.0,6.0,Consulting,admitted,sponsored,50000,25000
3553,Male,False,3.26,Humanities,White,680.0,5.0,Consulting,admitted,notsponsored,0,75000
3554,Female,False,3.37,Business,Black,650.0,7.0,"Health Care",admitted,notsponsored,0,75000
3555,Female,False,3.29,Humanities,Asian,660.0,4.0,Consulting,admitted,notsponsored,0,75000
3556,Male,False,3.36,Business,Black,760.0,8.0,"Investment Management",admitted,notsponsored,0,75000
3557,Male,True,3.23,Humanities,NULL,640.0,6.0,PE/VC,admitted,notsponsored,0,75000
3558,Female,False,3.19,Humanities,Other,570.0,6.0,Technology,notadmitted,notsponsored,0,0
3559,Male,False,3.46,Humanities,White,770.0,5.0,"Health Care",admitted,notsponsored,0,75000
3560,Male,True,3.42,Humanities,NULL,680.0,5.0,"Investment Banking",admitted,notsponsored,0,75000
3561,Male,False,3.15,STEM,Black,660.0,5.0,Energy,admitted,notsponsored,0,75000
3562,Female,True,3.23,Business,NULL,600.0,5.0,PE/VC,notadmitted,notsponsored,0,0
3563,Female,True,3.35,Humanities,NULL,650.0,5.0,CPG,admitted,notsponsored,0,75000
3564,Male,False,3.32,Business,Black,630.0,5.0,Consulting,admitted,notsponsored,0,75000
3565,Male,False,3.20,Business,Black,620.0,5.0,"Health Care",admitted,notsponsored,0,75000
3566,Male,True,3.20,STEM,NULL,580.0,5.0,"Investment Management",notadmitted,notsponsored,0,0
3567,Male,False,3.29,Business,White,710.0,4.0,"Investment Management",admitted,notsponsored,0,75000
3568,Male,False,3.44,Business,White,740.0,5.0,"Financial Services",admitted,notsponsored,0,75000
3569,Male,False,2.99,Business,Hispanic,680.0,4.0,Consulting,admitted,notsponsored,0,75000
3570,Male,False,3.46,Business,Other,690.0,5.0,Consulting,admitted,notsponsored,0,75000
3571,Male,False,3.55,Humanities,Black,710.0,5.0,Consulting,admitted,notsponsored,0,75000
3572,Male,False,3.34,Humanities,Asian,650.0,5.0,Consulting,admitted,notsponsored,0,75000
3573,Male,False,3.40,STEM,White,640.0,5.0,Other,admitted,notsponsored,0,75000
3574,Male,False,3.34,STEM,Asian,710.0,4.0,Technology,admitted,notsponsored,0,75000
3575,Male,False,3.22,Business,White,680.0,7.0,Consulting,admitted,notsponsored,0,75000
3576,Male,False,3.26,STEM,Asian,640.0,4.0,Other,admitted,notsponsored,0,75000
3577,Female,False,3.30,Humanities,Hispanic,660.0,4.0,"Financial Services",admitted,notsponsored,0,75000
3578,Male,False,3.40,Business,Hispanic,670.0,4.0,PE/VC,admitted,notsponsored,0,75000
3579,Female,False,3.04,STEM,Other,580.0,5.0,Consulting,notadmitted,notsponsored,0,0
3580,Male,False,3.47,STEM,White,750.0,4.0,PE/VC,admitted,notsponsored,0,75000
3581,Male,False,3.18,Humanities,Other,700.0,5.0,Consulting,admitted,notsponsored,0,75000
3582,Male,False,3.28,Business,Asian,720.0,5.0,PE/VC,admitted,notsponsored,0,75000
3583,Male,False,3.41,STEM,Black,680.0,5.0,Technology,admitted,notsponsored,0,75000
3584,Female,False,3.06,STEM,White,570.0,3.0,"Financial Services",notadmitted,notsponsored,0,0
3585,Female,True,3.35,STEM,NULL,670.0,5.0,"Real Estate",admitted,notsponsored,0,75000
3586,Male,True,3.42,STEM,NULL,680.0,7.0,Consulting,admitted,notsponsored,0,75000
3587,Male,False,3.29,Business,Hispanic,620.0,5.0,PE/VC,admitted,notsponsored,0,75000
3588,Male,False,3.65,Humanities,Hispanic,730.0,6.0,Nonprofit/Gov,admitted,notsponsored,0,75000
3589,Male,True,3.38,Humanities,NULL,680.0,6.0,"Investment Banking",admitted,notsponsored,0,75000
3590,Female,False,3.16,Humanities,Hispanic,580.0,4.0,"Investment Banking",notadmitted,notsponsored,0,0
3591,Male,True,3.58,Business,NULL,720.0,3.0,Technology,admitted,notsponsored,0,75000
3592,Male,True,3.53,Business,NULL,730.0,4.0,PE/VC,admitted,notsponsored,0,75000
3593,Male,False,3.37,Humanities,Asian,660.0,4.0,Other,admitted,notsponsored,0,75000
3594,Female,False,3.35,Humanities,White,700.0,5.0,PE/VC,admitted,notsponsored,0,75000
3595,Female,False,3.48,Business,Asian,640.0,5.0,PE/VC,admitted,notsponsored,0,75000
3596,Female,True,3.15,Business,NULL,650.0,6.0,Consulting,admitted,notsponsored,0,75000
3597,Female,False,3.40,Business,Asian,710.0,7.0,"Investment Management",admitted,notsponsored,0,75000
3598,Male,True,3.35,Humanities,NULL,730.0,6.0,"Investment Management",admitted,notsponsored,0,75000
3599,Male,False,2.85,STEM,Asian,570.0,3.0,Consulting,notadmitted,notsponsored,0,0
3600,Female,True,3.34,STEM,NULL,660.0,5.0,Consulting,admitted,notsponsored,0,75000
3601,Female,False,3.51,Humanities,White,740.0,4.0,Consulting,admitted,notsponsored,0,75000
3602,Female,True,3.25,Business,NULL,650.0,6.0,Retail,admitted,notsponsored,0,75000
3603,Male,True,3.00,Business,NULL,650.0,6.0,Nonprofit/Gov,admitted,notsponsored,0,75000
3604,Female,True,3.22,Humanities,NULL,700.0,5.0,Consulting,admitted,notsponsored,0,75000
3605,Male,False,3.14,STEM,Black,600.0,5.0,Technology,notadmitted,notsponsored,0,0
3606,Male,False,3.01,Humanities,White,580.0,5.0,Consulting,notadmitted,notsponsored,0,0
3607,Female,False,2.92,Humanities,Hispanic,570.0,4.0,Consulting,notadmitted,notsponsored,0,0
3608,Male,False,3.17,Humanities,White,640.0,3.0,Media/Entertainment,admitted,notsponsored,0,75000
3609,Male,False,3.41,Humanities,Hispanic,670.0,4.0,Consulting,admitted,notsponsored,0,75000
3610,Male,True,3.33,Humanities,NULL,650.0,5.0,"Investment Management",admitted,notsponsored,0,75000
3611,Male,False,3.45,Humanities,Black,650.0,2.0,Technology,admitted,notsponsored,0,75000
3612,Male,False,3.42,STEM,Black,700.0,5.0,Consulting,admitted,notsponsored,0,75000
3613,Female,False,3.29,Humanities,Asian,740.0,4.0,PE/VC,admitted,notsponsored,0,75000
3614,Male,True,3.06,Business,NULL,650.0,7.0,PE/VC,admitted,notsponsored,0,75000
3615,Female,False,3.19,STEM,Black,610.0,4.0,"Investment Banking",admitted,notsponsored,0,75000
3616,Female,False,3.35,Business,Asian,690.0,6.0,Technology,admitted,notsponsored,0,75000
3617,Male,False,3.40,Humanities,Asian,710.0,4.0,Technology,admitted,notsponsored,0,75000
3618,Female,False,3.23,Humanities,Asian,570.0,7.0,PE/VC,notadmitted,notsponsored,0,0
3619,Male,False,3.34,Business,Other,650.0,5.0,Other,admitted,notsponsored,0,75000
3620,Male,True,3.50,Business,NULL,660.0,3.0,"Health Care",admitted,notsponsored,0,75000
3621,Male,True,3.18,Business,NULL,620.0,4.0,Technology,admitted,notsponsored,0,75000
3622,Female,True,3.33,Humanities,NULL,640.0,6.0,Consulting,admitted,notsponsored,0,75000
3623,Male,False,3.24,Business,White,600.0,6.0,Consulting,notadmitted,notsponsored,0,0
3624,Male,False,3.23,Business,Hispanic,650.0,4.0,Other,admitted,notsponsored,0,75000
3625,Female,False,3.07,Business,White,640.0,6.0,Technology,admitted,notsponsored,0,75000
3626,Male,False,3.08,Humanities,Black,630.0,5.0,Consulting,admitted,notsponsored,0,75000
3627,Male,False,3.09,Humanities,White,630.0,3.0,Technology,admitted,notsponsored,0,75000
3628,Male,False,3.35,Business,White,650.0,5.0,PE/VC,admitted,notsponsored,0,75000
3629,Female,True,3.16,STEM,NULL,580.0,7.0,Other,notadmitted,notsponsored,0,0
3630,Male,True,3.26,STEM,NULL,600.0,6.0,Nonprofit/Gov,notadmitted,notsponsored,0,0
3631,Male,True,3.02,Humanities,NULL,570.0,7.0,Technology,notadmitted,notsponsored,0,0
3632,Female,True,3.31,Humanities,NULL,670.0,5.0,"Real Estate",admitted,notsponsored,0,75000
3633,Female,True,3.14,STEM,NULL,610.0,3.0,Other,admitted,notsponsored,0,75000
3634,Male,False,3.21,Humanities,Hispanic,690.0,5.0,PE/VC,admitted,notsponsored,0,75000
3635,Male,False,3.52,Humanities,Asian,760.0,7.0,"Financial Services",admitted,sponsored,50000,25000
3636,Male,False,3.25,Business,Asian,660.0,5.0,Consulting,admitted,notsponsored,0,75000
3637,Male,True,3.26,Humanities,NULL,610.0,5.0,Technology,admitted,notsponsored,0,75000
3638,Female,True,2.78,Humanities,NULL,570.0,6.0,"Health Care",notadmitted,notsponsored,0,0
3639,Male,False,2.98,STEM,Black,580.0,5.0,"Investment Banking",notadmitted,notsponsored,0,0
3640,Female,False,3.25,STEM,Asian,710.0,5.0,PE/VC,admitted,notsponsored,0,75000
3641,Female,True,3.18,Humanities,NULL,610.0,5.0,Media/Entertainment,admitted,notsponsored,0,75000
3642,Male,False,3.31,Humanities,Asian,650.0,4.0,Consulting,admitted,notsponsored,0,75000
3643,Male,False,3.13,Humanities,White,630.0,5.0,Technology,admitted,notsponsored,0,75000
3644,Male,True,3.55,STEM,NULL,750.0,6.0,"Health Care",admitted,sponsored,50000,25000
3645,Male,False,3.14,STEM,White,640.0,4.0,"Health Care",admitted,notsponsored,0,75000
3646,Male,False,3.36,STEM,Black,740.0,5.0,"Financial Services",admitted,notsponsored,0,75000
3647,Male,False,3.43,STEM,White,660.0,4.0,PE/VC,admitted,notsponsored,0,75000
3648,Female,False,3.17,Humanities,White,700.0,4.0,Other,admitted,notsponsored,0,75000
3649,Female,False,3.54,Business,White,780.0,5.0,"Health Care",admitted,sponsored,50000,25000
3650,Male,True,3.41,STEM,NULL,670.0,5.0,"Health Care",admitted,notsponsored,0,75000
3651,Male,False,3.17,STEM,Hispanic,630.0,6.0,Nonprofit/Gov,admitted,notsponsored,0,75000
3652,Female,False,3.03,STEM,Hispanic,570.0,3.0,PE/VC,notadmitted,notsponsored,0,0
3653,Female,False,3.21,Business,Asian,650.0,6.0,Consulting,admitted,notsponsored,0,75000
3654,Female,True,3.07,Humanities,NULL,580.0,6.0,Consulting,notadmitted,notsponsored,0,0
3655,Female,False,3.28,Business,White,680.0,6.0,Consulting,admitted,notsponsored,0,75000
3656,Male,False,3.21,STEM,Asian,680.0,4.0,Consulting,admitted,notsponsored,0,75000
3657,Female,False,3.34,Business,Asian,710.0,5.0,Other,admitted,notsponsored,0,75000
3658,Male,False,3.08,STEM,White,620.0,4.0,Technology,admitted,notsponsored,0,75000
3659,Male,False,3.30,Humanities,Black,650.0,4.0,Consulting,admitted,notsponsored,0,75000
3660,Male,False,3.15,Humanities,White,590.0,4.0,Technology,notadmitted,notsponsored,0,0
3661,Male,False,3.34,STEM,Asian,690.0,4.0,"Investment Banking",admitted,notsponsored,0,75000
3662,Female,False,3.45,Humanities,Black,720.0,5.0,"Investment Banking",admitted,notsponsored,0,75000
3663,Male,False,3.15,STEM,Black,640.0,3.0,Technology,admitted,notsponsored,0,75000
3664,Male,True,3.28,Business,NULL,660.0,6.0,"Financial Services",admitted,notsponsored,0,75000
3665,Female,True,3.03,Humanities,NULL,580.0,5.0,"Financial Services",notadmitted,notsponsored,0,0
3666,Male,False,3.32,Humanities,Asian,680.0,6.0,PE/VC,admitted,notsponsored,0,75000
3667,Female,True,3.02,Humanities,NULL,600.0,6.0,Technology,notadmitted,notsponsored,0,0
3668,Female,False,3.19,Humanities,Black,660.0,6.0,Other,admitted,notsponsored,0,75000
3669,Female,False,3.18,Humanities,Hispanic,620.0,7.0,Consulting,admitted,notsponsored,0,75000
3670,Male,False,3.20,Humanities,Black,600.0,3.0,Nonprofit/Gov,notadmitted,notsponsored,0,0
3671,Female,False,3.03,Humanities,Black,570.0,3.0,Nonprofit/Gov,notadmitted,notsponsored,0,0
3672,Male,False,3.13,Business,White,610.0,5.0,Consulting,admitted,notsponsored,0,75000
3673,Male,False,3.46,Humanities,Hispanic,680.0,4.0,Consulting,admitted,notsponsored,0,75000
3674,Female,False,3.17,Business,Black,680.0,5.0,Consulting,admitted,notsponsored,0,75000
3675,Female,False,3.00,Business,White,580.0,4.0,Consulting,notadmitted,notsponsored,0,0
3676,Male,False,3.25,Business,Asian,630.0,4.0,Nonprofit/Gov,admitted,notsponsored,0,75000
3677,Female,False,3.19,Humanities,Black,680.0,5.0,Other,admitted,notsponsored,0,75000
3678,Female,False,3.46,Business,White,690.0,7.0,Retail,admitted,notsponsored,0,75000
3679,Female,False,3.18,Humanities,White,660.0,6.0,Media/Entertainment,admitted,notsponsored,0,75000
3680,Male,False,3.30,Humanities,White,610.0,5.0,Consulting,admitted,notsponsored,0,75000
3681,Female,False,3.10,Humanities,White,580.0,4.0,Nonprofit/Gov,notadmitted,notsponsored,0,0
3682,Male,False,3.28,Business,Black,700.0,5.0,Technology,admitted,notsponsored,0,75000
3683,Male,True,3.28,STEM,NULL,590.0,6.0,PE/VC,notadmitted,notsponsored,0,0
3684,Male,False,3.16,Humanities,Asian,640.0,6.0,"Financial Services",admitted,notsponsored,0,75000
3685,Male,False,3.24,Humanities,Asian,640.0,4.0,PE/VC,admitted,notsponsored,0,75000
3686,Female,True,3.28,Business,NULL,730.0,6.0,Nonprofit/Gov,admitted,notsponsored,0,75000
3687,Male,False,3.17,Humanities,Black,610.0,8.0,"Investment Banking",admitted,notsponsored,0,75000
3688,Female,False,3.28,Business,Black,580.0,6.0,PE/VC,notadmitted,notsponsored,0,0
3689,Male,False,3.33,STEM,Hispanic,630.0,5.0,"Financial Services",admitted,notsponsored,0,75000
3690,Male,False,3.32,Business,Asian,600.0,5.0,Consulting,notadmitted,notsponsored,0,0
3691,Male,False,3.36,Business,Other,700.0,5.0,Technology,admitted,notsponsored,0,75000
3692,Female,True,3.33,STEM,NULL,620.0,5.0,Consulting,admitted,notsponsored,0,75000
3693,Female,True,3.17,STEM,NULL,700.0,5.0,PE/VC,admitted,notsponsored,0,75000
3694,Male,False,3.46,STEM,Asian,750.0,6.0,Consulting,admitted,notsponsored,0,75000
3695,Male,False,3.24,STEM,Asian,700.0,5.0,"Investment Management",admitted,notsponsored,0,75000
3696,Male,False,3.27,STEM,Asian,640.0,5.0,Technology,admitted,notsponsored,0,75000
3697,Male,False,3.18,Humanities,Black,630.0,5.0,Energy,admitted,notsponsored,0,75000
3698,Male,False,3.31,STEM,White,650.0,7.0,"Health Care",admitted,notsponsored,0,75000
3699,Male,False,3.24,Humanities,Asian,650.0,5.0,PE/VC,admitted,notsponsored,0,75000
3700,Female,False,3.26,STEM,Asian,620.0,3.0,"Health Care",admitted,notsponsored,0,75000
3701,Male,True,3.18,Business,NULL,580.0,6.0,Consulting,notadmitted,notsponsored,0,0
3702,Female,True,3.01,Humanities,NULL,600.0,6.0,CPG,notadmitted,notsponsored,0,0
3703,Female,False,3.36,Humanities,Asian,610.0,5.0,Consulting,admitted,notsponsored,0,75000
3704,Female,False,3.42,STEM,Black,690.0,5.0,"Investment Banking",admitted,notsponsored,0,75000
3705,Female,False,3.30,Business,Black,670.0,3.0,Technology,admitted,notsponsored,0,75000
3706,Female,False,3.29,STEM,Asian,710.0,5.0,Nonprofit/Gov,admitted,notsponsored,0,75000
3707,Female,False,3.04,STEM,Asian,630.0,5.0,"Real Estate",admitted,notsponsored,0,75000
3708,Female,True,3.07,Business,NULL,570.0,5.0,Nonprofit/Gov,notadmitted,notsponsored,0,0
3709,Male,True,3.30,Humanities,NULL,640.0,6.0,Consulting,admitted,notsponsored,0,75000
3710,Female,False,3.19,Business,White,600.0,5.0,"Investment Banking",notadmitted,notsponsored,0,0
3711,Male,False,3.41,Business,Asian,640.0,5.0,PE/VC,admitted,notsponsored,0,75000
3712,Male,False,3.16,STEM,White,680.0,4.0,"Financial Services",admitted,notsponsored,0,75000
3713,Female,True,3.27,Humanities,NULL,640.0,5.0,PE/VC,admitted,notsponsored,0,75000
3714,Male,False,3.36,Business,Hispanic,670.0,6.0,Technology,admitted,notsponsored,0,75000
3715,Male,False,3.22,STEM,White,650.0,6.0,"Investment Banking",admitted,notsponsored,0,75000
3716,Male,False,3.47,Humanities,Black,680.0,4.0,Consulting,admitted,notsponsored,0,75000
3717,Male,True,3.33,Humanities,NULL,670.0,5.0,PE/VC,admitted,notsponsored,0,75000
3718,Female,False,3.39,STEM,Black,650.0,7.0,PE/VC,admitted,notsponsored,0,75000
3719,Female,True,3.00,STEM,NULL,570.0,5.0,Consulting,notadmitted,notsponsored,0,0
3720,Female,False,3.10,Business,Asian,580.0,5.0,"Financial Services",notadmitted,notsponsored,0,0
3721,Female,False,3.48,Business,Hispanic,680.0,4.0,Consulting,admitted,notsponsored,0,75000
3722,Female,False,3.36,Business,White,750.0,5.0,"Investment Banking",admitted,notsponsored,0,75000
3723,Male,False,3.14,Humanities,Hispanic,650.0,4.0,PE/VC,admitted,notsponsored,0,75000
3724,Female,False,3.04,STEM,Black,640.0,5.0,"Health Care",admitted,notsponsored,0,75000
3725,Male,False,3.09,Humanities,Hispanic,630.0,5.0,PE/VC,admitted,notsponsored,0,75000
3726,Male,False,3.14,Business,White,660.0,5.0,PE/VC,admitted,notsponsored,0,75000
3727,Male,True,3.26,STEM,NULL,670.0,6.0,Technology,admitted,notsponsored,0,75000
3728,Female,False,3.06,Business,Hispanic,650.0,4.0,Consulting,admitted,notsponsored,0,75000
3729,Female,True,3.24,Business,NULL,580.0,6.0,"Health Care",notadmitted,notsponsored,0,0
3730,Male,True,2.97,Humanities,NULL,570.0,4.0,PE/VC,notadmitted,notsponsored,0,0
3731,Male,False,3.43,STEM,Asian,660.0,5.0,"Financial Services",admitted,notsponsored,0,75000
3732,Female,True,3.47,STEM,NULL,680.0,4.0,Consulting,admitted,notsponsored,0,75000
3733,Female,False,3.24,Humanities,Asian,630.0,5.0,Nonprofit/Gov,admitted,notsponsored,0,75000
3734,Male,True,3.24,Humanities,NULL,690.0,6.0,PE/VC,admitted,notsponsored,0,75000
3735,Male,True,2.98,Humanities,NULL,610.0,3.0,PE/VC,admitted,notsponsored,0,75000
3736,Male,False,3.18,STEM,Hispanic,620.0,5.0,Technology,admitted,notsponsored,0,75000
3737,Male,True,3.56,Humanities,NULL,730.0,4.0,PE/VC,admitted,notsponsored,0,75000
3738,Female,False,3.31,Business,Black,660.0,4.0,Consulting,admitted,notsponsored,0,75000
3739,Female,False,3.41,Humanities,Asian,650.0,5.0,Consulting,admitted,notsponsored,0,75000
3740,Male,False,3.25,Humanities,White,620.0,5.0,PE/VC,admitted,notsponsored,0,75000
3741,Female,False,3.24,STEM,White,590.0,5.0,Technology,notadmitted,notsponsored,0,0
3742,Male,False,3.36,Humanities,White,730.0,5.0,PE/VC,admitted,notsponsored,0,75000
3743,Male,False,3.23,Humanities,Asian,630.0,6.0,Consulting,admitted,notsponsored,0,75000
3744,Male,False,3.18,Business,Asian,680.0,5.0,Nonprofit/Gov,admitted,notsponsored,0,75000
3745,Male,True,3.25,STEM,NULL,640.0,4.0,Technology,admitted,notsponsored,0,75000
3746,Female,False,3.50,Humanities,Asian,740.0,7.0,Technology,admitted,notsponsored,0,75000
3747,Female,True,3.22,Business,NULL,700.0,4.0,"Investment Management",admitted,notsponsored,0,75000
3748,Male,False,3.43,Humanities,Other,600.0,5.0,Consulting,notadmitted,notsponsored,0,0
3749,Male,False,3.28,Business,Asian,750.0,3.0,Media/Entertainment,admitted,notsponsored,0,75000
3750,Female,False,3.11,STEM,Black,600.0,5.0,Consulting,notadmitted,notsponsored,0,0
3751,Female,False,3.27,Business,Asian,700.0,7.0,Consulting,admitted,notsponsored,0,75000
3752,Male,False,3.37,Humanities,Asian,650.0,5.0,Technology,admitted,notsponsored,0,75000
3753,Male,False,3.28,STEM,Asian,690.0,5.0,Other,admitted,notsponsored,0,75000
3754,Male,False,3.03,Humanities,Black,570.0,4.0,Consulting,notadmitted,notsponsored,0,0
3755,Male,False,3.07,Humanities,Asian,630.0,4.0,PE/VC,admitted,notsponsored,0,75000
3756,Female,True,3.12,Business,NULL,590.0,5.0,"Financial Services",notadmitted,notsponsored,0,0
3757,Female,False,3.17,STEM,Asian,570.0,4.0,Consulting,notadmitted,notsponsored,0,0
3758,Male,True,3.43,Humanities,NULL,690.0,6.0,Consulting,admitted,notsponsored,0,75000
3759,Male,False,3.39,Humanities,White,640.0,6.0,"Health Care",admitted,notsponsored,0,75000
3760,Male,False,3.28,Business,Asian,660.0,6.0,"Investment Banking",admitted,notsponsored,0,75000
3761,Male,True,3.22,Business,NULL,670.0,6.0,"Investment Banking",admitted,notsponsored,0,75000
3762,Male,True,3.24,STEM,NULL,680.0,4.0,"Investment Banking",admitted,notsponsored,0,75000
3763,Male,False,3.46,Humanities,White,740.0,4.0,"Investment Management",admitted,notsponsored,0,75000
3764,Male,False,3.25,STEM,Asian,670.0,5.0,Nonprofit/Gov,admitted,notsponsored,0,75000
